artist_count,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,liveness_%
1,353,2,135611421,155,G#,Major,49,42,77,3,12
1,4094,0,356709897,107,G,Minor,54,41,39,51,11
2,880,0,110649992,112,G#,Major,80,15,54,9,38
1,573,0,301869854,166,C#,Major,70,57,57,9,11
1,3299,0,127027715,107,F#,Minor,69,96,36,81,8
1,811,0,57144458,81,G#,Major,47,33,68,24,22
1,899,0,56870689,150,C#,Major,79,77,46,5,11
2,2415,0,323437194,110,A,Major,66,19,32,69,12
1,2304,0,317726339,108,G,Major,64,4,40,6,10
4,1003,0,116144341,130,E,Minor,89,48,74,30,7
1,2699,0,328207708,164,G,Major,70,39,56,6,9
2,2482,20,608228647,114,B,Minor,80,42,68,2,66
2,2577,0,180577478,93,F,Major,63,93,88,1,12
2,6821,34,809306935,90,C#,Minor,87,51,69,36,9
1,714,0,49262961,128,B,Major,45,35,68,78,39
2,3185,4,614555082,97,A,Major,83,47,80,2,24
1,8612,0,245350949,152,G,Minor,69,94,71,79,7
1,4326,0,178660459,175,G#,Major,51,94,34,73,10
1,680,0,51641685,116,D,Major,61,48,55,67,16
2,398,0,78139948,80,F,Minor,33,51,59,76,44
2,3328,13,322336177,93,B,Minor,63,34,86,26,21
1,7215,0,1007612429,122,E,Major,70,42,54,30,37
1,4440,0,326792833,122,G,Major,70,91,79,3,7
1,2881,6,391251368,135,A,Minor,70,60,58,4,16
3,2235,0,349585590,109,F,Major,60,45,47,62,31
1,3711,0,339659802,93,,Minor,65,82,74,27,32
2,12403,0,674772936,125,B,Minor,85,64,81,2,7
7,2785,0,432719968,206,,Minor,58,83,45,36,11
1,14114,17,1309887447,130,G,Major,76,44,77,1,13
1,1915,0,119238316,121,G,Minor,80,62,51,2,9
1,2297,0,116903579,123,F#,Minor,74,35,73,0,21
1,4375,0,888046992,122,B,Minor,67,50,67,15,30
1,2800,0,200660871,143,,Major,53,50,79,0,8
1,2597,0,130655803,121,A#,Minor,70,35,77,1,26
1,15563,6,1887039593,166,F#,Minor,56,68,66,28,11
3,1420,0,88103848,135,C#,Major,41,27,64,36,60
1,1292,0,101114984,87,E,Minor,49,49,59,44,35
2,15867,0,1575467011,111,G#,Major,77,74,66,30,13
2,1178,0,91656026,110,D,Major,75,85,84,10,31
1,6672,0,1042568408,130,C#,Major,66,19,61,30,9
1,12329,0,1735441776,179,G#,Minor,61,76,51,30,38
1,5669,2,726837877,93,F,Minor,74,53,73,61,13
1,811,0,53933526,78,A,Minor,27,10,49,62,49
1,1756,0,267758538,180,D,Major,65,37,58,2,4
1,1014,0,74601456,86,A,Minor,28,13,41,50,19
1,7963,0,920797189,88,C#,Minor,74,55,85,1,5
2,4771,0,539595276,97,C#,Major,68,72,78,4,7
1,8559,0,1367810478,134,B,Minor,71,59,80,13,36
2,3221,2,578207856,116,D,Major,75,36,76,12,10
3,3423,26,775542072,170,E,Minor,64,14,70,9,9
1,2566,13,863625566,140,C#,Minor,83,40,55,16,14
2,9151,6,656013912,118,G,Minor,75,46,76,3,9
1,8476,0,1056760045,65,,Major,31,31,24,76,14
2,7495,17,611994237,120,,Minor,56,16,67,0,11
2,5257,6,1230855859,176,D#,Major,29,12,33,68,12
1,1795,0,582981380,180,G#,Minor,59,69,61,84,46
1,12685,3,1858144199,144,A#,Major,59,21,43,76,10
3,648,1,240684449,133,F#,Minor,82,52,61,38,14
1,4635,5,583687007,93,,Major,63,21,52,28,9
1,1184,0,63803529,122,A#,Major,77,25,62,34,23
1,4431,0,466214729,88,C#,Major,53,55,73,9,3
4,759,3,236940480,170,F,Minor,70,61,44,40,37
1,733,0,41924466,94,F,Minor,46,55,50,71,10
1,2795,0,225259194,170,A#,Major,65,46,47,12,13
3,2780,2,393230256,90,E,Minor,79,79,70,57,66
1,1950,0,287201015,78,G,Major,40,7,29,62,9
1,3947,12,599770206,94,D,Major,57,36,58,5,15
1,2551,0,342779426,73,D,Major,83,11,41,0,36
2,5375,10,673801126,176,C#,Major,73,79,86,42,7
1,11975,8,1168642797,128,D#,Minor,81,57,63,40,10
3,2696,0,540539717,120,G#,Major,58,44,60,44,5
3,4963,0,383550148,82,D,Major,63,85,62,6,35
3,6734,0,530511203,95,D,Major,77,40,47,2,9
1,715,0,37307967,118,,Major,44,52,94,11,4
1,3047,9,510876816,123,B,Minor,75,93,86,8,14
3,14140,0,1445941661,90,,Major,63,49,68,38,42
2,11215,21,1763363713,110,E,Minor,73,14,57,40,11
2,1678,12,374191487,96,C#,Minor,66,76,82,47,10
1,2035,0,108809090,88,D,Minor,56,58,55,35,23
3,2780,2,436695353,98,A,Minor,73,60,85,17,24
3,4091,0,421040617,110,,Minor,72,67,68,0,14
1,2868,0,501541661,80,,Major,70,57,49,19,12
3,3643,0,354065229,110,C#,Minor,86,31,53,43,11
1,4779,6,1143647827,110,G#,Major,79,70,36,0,6
3,3517,0,311395144,78,C#,Minor,77,49,42,1,13
2,5073,0,672656250,129,G#,Major,83,44,62,2,8
1,7545,4,1256880657,181,A,Major,44,22,60,61,42
1,8528,5,1692897992,114,F#,Minor,75,74,77,1,9
1,2979,0,245095641,144,D,Major,74,39,65,5,11
2,7731,2,686734357,101,D,Major,66,18,68,9,12
2,1057,0,261414174,84,D,Major,67,78,63,29,12
3,3272,19,610045621,154,F#,Major,66,63,69,21,11
3,14417,0,1115880852,148,F,Major,59,72,62,18,9
3,5199,0,594482982,146,F,Minor,85,22,37,13,7
2,6026,0,566954746,120,B,Minor,77,51,79,20,26
1,2877,0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,110,A,Major,53,75,69,7,17
2,4640,3,374706940,136,,Minor,77,82,30,95,13
3,1150,0,184937148,141,C#,Major,59,56,63,12,6
1,768,0,31959571,108,A,Minor,46,23,48,75,14
1,925,0,167076418,94,,Major,42,47,36,76,9
1,3006,3,824420218,180,A,Major,35,41,94,0,5
1,3098,0,363467642,122,A#,Major,77,51,79,5,16
1,9771,4,1127468248,85,A#,Major,59,33,52,7,12
2,807,0,60680939,148,C#,Major,68,29,73,0,7
1,521,1,247737946,120,A,Major,83,59,73,6,5
2,12854,0,1699402402,91,G,Minor,70,76,72,22,27
2,802,0,154797871,120,E,Major,72,54,71,26,10
1,731,0,198883004,106,,Major,86,86,79,11,8
1,788,0,124407432,110,A#,Major,63,31,35,93,29
1,3069,4,850608354,169,F#,Major,39,36,45,81,8
1,4651,0,376333030,118,C#,Major,80,21,55,1,26
1,4999,0,516784627,92,G#,Minor,91,79,66,32,9
1,8327,24,1608045237,112,D#,Major,45,19,60,63,9
1,3297,3,506778838,140,D,Major,79,56,91,26,13
1,35684,6,1472799873,105,G#,Major,73,52,76,13,5
1,3506,10,513643924,178,F,Major,76,63,77,14,15
2,2999,0,261286503,108,G,Minor,96,71,42,57,8
1,3681,0,783706581,173,A,Major,40,19,29,86,34
3,4846,10,422691058,101,C#,Major,67,40,90,3,34
1,14311,0,1062345656,120,G#,Minor,80,24,62,41,11
1,8207,0,1252563873,144,,Major,73,66,80,44,9
1,4873,0,851070493,133,C#,Major,75,96,61,0,18
2,772,0,263894529,158,G#,Minor,46,62,83,53,97
1,1150,0,345903614,120,A,Major,81,92,90,9,8
1,5398,4,951637566,129,,Major,61,59,46,56,13
2,7370,0,956865266,102,G,Major,74,45,89,5,26
4,6890,0,427486004,124,G#,Minor,79,79,84,2,5
1,1966,0,156658366,90,E,Minor,73,31,45,85,11
1,2226,0,624515457,161,F#,Minor,78,65,52,46,12
1,4204,0,777765388,120,G,Major,60,11,33,90,8
1,1959,0,412795151,81,,Major,45,12,57,7,23
1,7191,0,1138474110,150,E,Minor,78,47,70,18,15
2,2012,0,355219175,105,G#,Major,76,58,84,10,13
1,1211,2,290228626,79,F#,Major,63,76,67,38,6
1,7109,2,1062956628,146,C#,Minor,52,7,61,51,11
1,6638,0,1180094974,124,E,Major,64,8,37,79,9
1,17354,8,1456081449,126,F#,Major,53,66,85,2,24
1,6392,0,432702334,121,G#,Major,75,53,74,2,11
3,5481,0,489945871,136,B,Minor,80,33,60,0,32
1,2636,3,465959382,102,A,Minor,77,26,63,58,11
3,824,0,1223481149,77,G,Major,73,54,74,23,41
1,24529,0,2864791672,98,F#,Minor,82,54,59,69,18
1,14749,0,2288695111,84,B,Minor,44,22,48,38,33
2,8087,0,720825549,102,G#,Major,89,77,82,3,17
1,27221,0,2086124197,120,G#,Major,42,33,26,92,13
1,49991,9,1690192927,117,C#,Major,52,73,91,0,11
1,6646,0,991336132,72,A,Minor,45,27,33,82,14
2,5403,6,593917618,168,C#,Major,67,29,47,5,22
2,755,4,200972675,94,C#,Major,52,68,69,13,33
1,254,0,71014967,145,G#,Major,41,65,88,0,26
2,6308,5,560222750,134,C#,Major,71,14,61,1,23
1,51979,15,1806617704,148,C#,Major,35,24,93,0,10
1,246,0,77337771,127,E,Minor,60,40,89,9,60
3,6556,0,528544703,172,F#,Minor,74,79,66,11,8
1,5728,0,865640097,90,B,Major,75,19,46,21,34
2,16636,12,2159346687,96,G,Major,57,30,40,38,26
1,461,0,211372494,138,G,Minor,74,65,67,46,36
2,4893,4,651732901,120,G,Major,72,67,72,0,13
1,1801,2,608334048,125,A,Major,70,65,74,1,34
4,12043,0,863756573,123,D,Major,82,80,86,1,30
1,4731,0,797402345,81,F#,Major,79,44,54,41,13
2,22923,0,1695712020,171,C#,Major,55,10,85,7,8
1,9974,2,1759567999,91,B,Major,77,60,32,84,8
8,1560,0,223319934,84,G,Minor,56,61,76,10,14
2,620,0,54937991,115,F,Minor,90,74,54,16,13
2,3270,0,226897599,125,,Major,69,70,89,4,49
2,580,0,258316038,122,F#,Minor,80,62,69,28,13
2,3406,16,596152090,92,D,Major,85,92,54,16,29
3,903,0,177129919,90,F#,Minor,63,75,75,17,11
2,6809,28,716591492,94,E,Minor,84,90,70,9,14
2,33966,0,1210599487,93,B,Major,81,53,78,18,6
1,590,5,246376690,130,D,Minor,51,50,76,30,10
1,3766,0,496311364,180,G,Minor,35,23,61,23,19
2,1430,0,146789379,134,,Major,53,31,31,92,28
2,31762,0,843309044,95,D#,Minor,92,31,89,3,8
1,4049,0,500340342,184,F#,Major,69,91,63,11,9
3,2096,0,107255472,147,G#,Minor,47,50,80,10,32
2,1175,0,135079152,123,G,Major,52,44,60,40,26
1,29499,11,822239726,123,A#,Minor,91,49,61,3,17
1,30427,7,1202722675,90,F#,Minor,90,79,71,26,7
1,2711,0,343197054,160,D,Minor,61,65,64,1,12
1,4310,0,240769997,115,C#,Major,60,37,71,8,48
2,5342,0,426204830,141,D#,Major,37,17,67,2,34
1,2393,0,421135627,160,A,Major,31,30,88,7,8
1,3444,7,554875730,145,B,Major,57,23,66,4,15
1,5443,0,467727006,89,,Minor,46,43,43,23,8
3,272,4,327498031,95,F,Minor,84,49,72,8,15
1,975,0,185408548,160,D,Major,60,47,62,3,38
7,1034,1,245400167,174,F,Minor,67,74,75,44,7
3,18773,0,579395142,92,G,Major,77,76,84,3,38
2,19067,0,675039469,134,G#,Major,93,61,74,9,17
2,3541,2,252871192,172,B,Minor,31,4,86,1,28
1,1492,0,231996128,80,A,Major,76,92,62,6,8
1,33206,1,1929770265,150,C#,Minor,91,42,60,0,9
2,17115,0,918915401,80,F#,Minor,78,53,74,4,45
2,6955,0,1180896317,166,A#,Minor,81,83,75,14,29
1,2742,0,498960285,120,G#,Major,67,8,54,27,8
1,4214,11,685071800,92,,Major,86,89,79,17,11
1,2026,0,258714692,85,G#,Minor,74,61,52,30,26
2,352,0,143139338,154,D,Minor,79,86,52,66,9
2,1517,0,209768491,92,D,Minor,73,37,74,28,14
2,847,0,64714573,140,B,Major,89,75,70,6,13
1,910,0,50746620,89,C#,Major,65,60,60,11,10
1,601,0,154119539,135,F,Minor,89,89,86,16,8
1,1800,0,181328253,140,G#,Minor,51,66,53,60,11
1,1930,0,370068639,82,D#,Major,47,44,76,8,9
1,33032,0,2280566092,79,D,Major,78,58,45,47,18
1,6332,0,563902868,88,F,Major,31,31,63,47,21
1,509,9,317622165,139,F,Major,44,18,38,70,12
2,971,2,291709698,124,,Minor,73,68,83,55,90
1,2578,0,203680270,80,G#,Minor,39,45,55,73,9
2,1064,0,81350745,120,C#,Minor,84,54,51,47,12
1,3618,0,282883169,80,E,Minor,56,19,46,92,11
2,1040,0,64787943,117,C#,Major,92,62,86,11,24
2,15010,2,2484812918,117,A,Minor,76,77,52,4,8
2,4708,0,461437791,140,F,Minor,62,46,73,10,67
1,13454,1,1439191367,99,G#,Major,68,57,77,2,10
2,4890,20,759208783,93,C#,Major,74,59,87,3,8
1,9514,0,368646862,106,G#,Major,44,8,20,74,11
2,3501,0,299634472,124,G,Major,81,68,63,17,10
2,6111,4,756907987,95,G#,Major,76,96,70,18,33
1,5415,32,682475162,96,A#,Minor,87,82,53,10,5
1,4673,2,546191065,92,E,Minor,81,40,73,15,9
1,1856,3,229473310,124,G,Major,95,36,37,35,10
1,200,2,202677468,72,F#,Major,64,76,44,70,12
1,1888,0,121913181,71,,Minor,28,26,20,19,30
2,911,2,208166039,135,A,Minor,78,55,57,4,10
1,2954,2,527033089,95,A#,Major,81,56,70,4,5
2,461,0,94616487,71,C#,Minor,59,70,74,56,11
1,2844,2,394030335,180,A#,Minor,80,71,68,6,10
1,2939,0,193443895,150,E,Minor,65,11,58,0,12
1,695,11,299648208,189,G#,Major,55,86,44,40,7
1,328,0,182978249,85,,Major,72,55,64,49,7
1,866,16,319757142,140,G,Major,59,73,45,44,34
2,1550,0,109091573,81,,Major,77,68,70,6,17
2,1729,0,153240879,104,D,Minor,80,24,65,2,9
1,2005,0,346127840,129,B,Major,42,33,44,62,8
1,1188,0,312622938,94,C#,Minor,76,81,80,20,25
1,40112,3,2197010679,71,,Minor,41,23,40,27,30
1,3659,0,1200808494,146,A,Minor,59,23,46,66,15
1,9833,0,797196073,103,F#,Minor,69,90,88,5,29
1,50887,34,1970673297,124,D,Major,53,66,78,0,16
1,3257,0,665765558,164,A#,Minor,70,71,58,24,7
1,1473,0,263779030,138,D,Major,69,35,57,12,10
1,2226,0,339473453,126,A,Minor,67,37,46,13,10
2,23375,21,2204080728,103,B,Minor,61,47,65,3,17
2,28032,0,2591224264,95,G#,Major,75,64,52,41,11
1,290,0,135444283,200,B,Minor,39,28,77,4,6
2,42798,0,1457139296,129,,Major,86,75,52,54,10
2,2605,0,236872197,98,F#,Minor,68,33,43,38,36
1,8737,0,694525298,107,G#,Major,91,32,56,3,11
1,1105,0,240661097,174,,Major,58,56,83,5,7
1,2499,21,421365166,92,G#,Major,45,27,67,32,13
2,2697,1,349746291,90,G,Major,81,59,83,9,11
1,2092,0,255120451,147,F,Major,60,58,69,2,58
1,1185,0,190981339,143,C#,Major,68,41,55,16,10
1,11985,0,924193303,101,D#,Minor,76,63,71,3,10
1,753,8,305771063,118,C#,Minor,70,54,71,0,33
3,2995,0,273005485,98,G,Minor,83,63,74,14,16
1,225,0,89566512,138,C#,Minor,72,22,46,24,9
1,9243,0,677389855,114,F,Minor,59,30,62,1,8
2,918,0,75476209,180,G,Minor,63,45,64,34,9
1,1959,9,408843328,145,B,Major,56,41,57,1,13
3,540,4,187772591,115,G#,Minor,78,63,64,1,7
3,859,0,178512385,82,A#,Major,79,48,84,13,21
1,1116,0,101780047,166,D,Major,70,22,61,2,10
3,273,2,118381354,92,,Major,86,91,79,29,60
1,686,2,146363130,108,F#,Major,71,55,44,74,11
1,226,0,126443991,84,E,Minor,71,63,45,45,11
1,1264,0,157990698,95,D#,Minor,69,90,91,6,35
4,870,0,176290831,135,D#,Minor,93,77,45,25,13
1,7556,0,1023187129,110,E,Major,57,6,27,84,9
2,1370,0,106933107,88,G,Major,89,59,64,5,19
1,315,2,139193812,119,C#,Minor,87,28,50,12,10
1,651,0,212234990,120,C#,Major,58,71,80,15,7
1,12382,0,1714490998,122,D,Major,86,97,80,36,9
2,625,0,197643795,98,F,Major,78,83,75,41,27
1,8429,1,807015863,140,E,Minor,45,25,84,21,13
3,52898,0,933815613,116,F#,Minor,79,87,81,4,10
1,3436,0,499710590,124,D#,Major,86,62,49,51,35
6,918,0,120847157,105,A,Minor,91,73,72,13,9
1,181,0,53909146,118,G#,Major,68,24,58,44,6
1,18778,3,2236667932,108,E,Major,61,20,38,61,10
1,22730,5,2123309722,100,E,Major,61,53,38,84,28
1,5542,0,301242089,140,D#,Minor,81,39,66,38,12
1,9021,0,723894473,109,A#,Minor,84,72,74,10,34
3,4627,0,237351106,101,C#,Minor,78,40,74,36,17
1,2229,0,461558540,78,F,Major,56,61,90,36,18
1,1112,6,417230415,93,,Minor,79,22,55,31,12
1,2575,0,156898322,87,G#,Major,52,32,83,24,17
2,3107,0,127309180,153,A#,Minor,55,50,78,19,11
1,1179,0,313113297,142,,Major,87,93,59,28,17
1,3486,0,173702135,96,A#,Minor,85,41,43,39,12
2,2942,0,271666301,125,,Major,50,39,78,4,11
1,1443,0,305650299,85,A#,Major,71,43,65,23,9
2,3028,0,123216717,140,C#,Minor,92,78,57,46,14
2,1796,8,479655659,196,B,Minor,66,58,79,23,22
1,2729,0,126191104,134,G,Major,78,51,43,69,14
2,1195,0,344055883,103,C#,Minor,80,45,62,76,10
1,892,3,338422004,130,C#,Major,82,50,67,12,13
2,1635,0,68895644,108,B,Major,65,52,69,31,8
3,2291,0,86176890,123,G#,Major,61,66,71,53,32
1,1029,28,403231558,152,B,Major,84,74,69,21,18
2,1681,7,319546754,108,D,Major,78,55,60,59,7
1,1480,0,61739839,72,A#,Minor,56,56,47,76,8
1,829,0,283359161,121,F#,Minor,86,67,65,42,35
3,2308,0,76831876,138,D#,Minor,57,71,82,19,15
1,1004,1,283332261,188,F,Minor,50,41,50,69,12
2,1367,0,307752576,110,C#,Major,80,26,85,23,11
1,1112,3,279737940,105,G#,Major,81,77,79,19,47
1,1209,0,212351890,118,G#,Major,63,60,70,5,9
2,9539,15,1304313953,176,D,Major,61,24,62,60,24
1,1992,0,150500965,158,B,Major,83,41,65,0,11
1,897,0,246127838,115,C#,Minor,85,72,58,9,49
1,2948,0,582863434,110,B,Minor,51,48,82,0,5
2,1860,0,58687425,174,A,Major,73,26,54,30,34
2,802,0,212109195,130,E,Major,91,91,96,3,3
1,2224,8,382199619,78,A#,Major,36,30,54,34,14
1,1103,0,41210087,104,G,Major,44,74,42,88,9
1,2265,0,231657891,121,G,Major,64,80,88,0,12
1,555,0,53729194,105,D,Major,83,32,82,14,12
1,2050,0,244741137,81,G,Major,38,20,66,9,9
1,1493,0,42485571,170,C#,Minor,37,14,24,80,11
1,1545,0,37778188,78,G,Major,43,60,38,76,48
1,2350,0,254218729,125,G#,Major,88,28,66,6,13
1,1929,0,53603447,92,E,Minor,66,29,65,23,8
1,710,4,160035717,140,B,Minor,84,61,42,31,9
2,928,0,164163229,96,,Major,61,32,90,25,10
1,1194,0,37091576,118,F,Minor,66,83,43,84,19
2,349,6,284249832,92,B,Minor,71,67,60,7,6
2,1890,0,33381454,140,G#,Minor,49,50,37,87,11
2,1308,2,184622518,174,C#,Major,68,45,71,18,11
2,4531,0,300983101,127,A#,Major,77,53,78,19,29
2,1657,0,121077868,96,B,Major,71,37,52,62,11
2,1351,0,106919680,150,G#,Minor,82,82,66,13,11
1,608,0,136996305,100,F#,Major,87,46,60,1,13
1,1211,0,65719930,105,C#,Minor,73,59,81,13,9
1,629,0,229497852,104,G,Major,86,43,62,5,13
1,1301,0,185550869,154,G#,Major,54,45,79,1,17
1,1329,0,54682594,80,B,Major,47,33,83,18,10
2,343,2,240580042,150,D#,Major,53,14,43,64,13
1,13101,9,1284942608,156,B,Minor,32,49,72,0,9
1,2939,0,71423324,98,G#,Minor,76,79,81,18,6
1,407,1,244891912,92,G,Major,58,27,36,86,9
1,1492,0,132171975,144,E,Major,47,7,50,32,7
1,2264,0,184706613,150,E,Major,37,27,56,8,13
1,801,0,184826429,138,D#,Major,70,31,44,84,9
1,829,0,302006641,172,C#,Major,56,68,89,4,33
1,736,0,330881149,77,G#,Major,72,70,82,2,4
1,4449,1,334733572,107,B,Major,72,36,72,26,11
1,3218,3,366214458,114,D,Major,51,39,29,90,10
1,327,0,114546317,117,D,Major,63,29,51,43,25
1,2775,0,290833204,146,,Major,69,63,45,48,18
1,4576,0,448500832,160,G#,Minor,80,74,60,8,14
4,2313,0,136676504,120,G,Major,88,15,56,1,8
3,3983,0,190625045,100,B,Minor,82,76,70,16,8
1,279,0,79095270,158,G#,Minor,60,68,84,4,24
1,2302,0,273194684,142,D#,Major,56,40,54,72,10
4,3559,3,333146475,170,A,Minor,80,77,85,11,17
2,2129,0,194902696,84,F,Minor,71,39,86,2,51
1,3291,5,311482393,139,,Major,58,30,46,14,9
1,5328,0,195918494,151,G,Major,73,88,67,20,32
2,1401,0,248511839,128,C#,Minor,82,42,75,6,63
1,1933,0,233671263,118,G,Major,56,20,54,67,6
1,1986,0,199587884,183,F,Major,65,88,72,36,20
1,1057,0,91781263,83,D#,Minor,63,29,62,4,18
2,5115,13,383835984,122,C#,Major,85,42,80,6,17
1,2094,1,236060709,165,A,Major,72,90,48,32,18
1,2171,0,189236868,106,A,Minor,83,90,64,35,9
2,896,0,160845341,77,B,Major,81,68,58,83,11
1,5148,0,588955257,91,G#,Major,57,30,89,10,33
1,2528,0,238350348,148,G,Major,51,21,63,5,41
1,1900,1,187703102,114,E,Minor,71,90,81,31,13
2,3879,2,295307001,120,,Minor,91,63,77,12,10
2,896,0,138334433,92,F#,Major,83,56,82,10,9
1,8775,0,445590495,118,F,Major,56,25,45,1,7
3,5290,0,286739476,123,E,Minor,60,46,71,3,16
1,10211,0,1122364376,89,D#,Major,52,28,48,54,19
1,584,8,157136970,110,F,Minor,81,61,93,49,12
1,1517,0,137070925,118,,Major,42,32,20,94,11
1,246,4,183273246,90,B,Minor,68,54,76,21,11
1,220,4,184807630,130,,Major,49,14,40,82,11
1,514,0,164856284,154,F#,Minor,70,97,62,47,10
1,6080,0,704171068,105,E,Minor,54,59,83,0,20
1,9724,0,354614964,115,C#,Minor,70,87,88,4,26
5,2341,0,279717388,110,C#,Major,91,59,82,8,6
1,5263,0,195628667,125,E,Minor,51,5,68,12,15
1,2402,0,221752937,102,C#,Major,73,62,75,0,34
1,795,11,263280370,120,G#,Minor,81,72,65,4,14
1,571,0,213505179,97,D,Major,80,36,86,4,3
2,832,3,130419412,140,F,Minor,44,41,92,0,44
1,565,0,155795783,97,D,Major,78,31,72,1,11
1,41231,1,1553497987,125,F#,Major,45,67,90,9,10
1,4526,12,293466523,88,D#,Minor,80,55,56,13,8
1,1818,0,711366595,170,,Major,56,52,64,11,45
1,2814,0,191448892,137,A#,Minor,88,8,49,9,9
3,1601,0,85924992,157,A,Major,88,52,69,0,8
3,894,4,176103902,130,F#,Major,95,83,57,54,10
3,945,0,121189256,90,C#,Major,85,80,83,10,8
1,767,0,131746175,183,G#,Minor,44,44,67,7,12
1,5898,5,244790012,128,C#,Major,58,68,91,2,27
3,685,2,129314708,130,D#,Minor,71,78,40,46,7
1,1452,35,331511413,126,C#,Major,63,56,43,24,12
3,1456,0,219196651,120,,Major,77,94,87,2,23
3,2107,0,170732845,130,E,Minor,72,18,46,7,28
1,1494,2,273914335,122,,Major,70,46,76,30,9
1,1379,4,179061440,172,G#,Minor,74,46,58,15,13
1,625,4,185236961,103,G#,Major,61,38,62,14,23
1,2688,0,171788484,122,A#,Minor,55,46,64,0,17
1,2668,2,387080183,130,B,Major,47,56,90,0,10
1,799,12,264717480,105,A#,Minor,81,70,65,24,8
1,1189,6,244928911,120,F,Major,90,73,51,39,9
1,367,0,97610446,145,G,Major,56,43,53,24,12
2,527,4,287278853,99,G,Minor,79,64,59,28,11
1,17504,34,887906111,88,A#,Minor,79,66,65,5,25
4,3113,0,123473120,126,A,Major,81,90,73,28,29
2,685,5,295152154,136,,Major,77,71,75,33,13
2,782,9,323455692,113,G#,Major,70,97,59,55,27
3,2442,0,240918092,132,B,Major,82,49,88,20,21
3,1112,4,191873381,135,G#,Major,77,74,74,47,34
2,4967,0,284216603,126,,Major,67,49,77,11,19
1,2520,4,239411309,102,C#,Minor,67,72,74,30,36
1,767,12,265548837,125,,Major,68,80,92,10,9
1,19806,7,703301727,149,C#,Major,37,28,66,14,9
2,5153,6,244585109,137,,Major,74,71,89,24,15
1,615,0,189476119,120,D#,Minor,77,78,91,14,33
1,2537,0,277132266,100,C#,Major,90,75,50,11,9
1,1647,30,278920007,164,G#,Minor,70,58,57,25,15
1,2019,8,222410722,93,A#,Minor,65,79,66,31,22
1,1473,12,185392587,180,C#,Minor,65,52,80,5,6
1,1613,0,202452860,79,C#,Major,34,22,31,43,10
1,30992,6,1608164312,146,F,Major,56,21,44,73,11
1,10826,4,624101957,103,C#,Major,37,17,27,75,10
1,920,0,148461629,140,E,Minor,70,26,76,8,54
2,308,0,47093942,92,A#,Major,81,48,70,13,15
1,2468,0,380319238,102,C#,Minor,64,4,60,11,19
2,1097,2,209106362,118,B,Minor,82,75,85,33,11
1,330,0,53987404,93,D,Major,78,75,62,6,15
1,1584,0,115331792,150,F,Minor,70,26,56,14,11
1,1585,5,225093344,130,D,Major,52,24,60,0,8
2,766,0,84697729,83,D#,Minor,65,24,53,6,51
4,836,0,159240673,102,A,Major,84,43,75,5,6
1,430,6,170709584,136,E,Minor,73,65,91,4,48
1,2020,0,154356956,145,A,Major,66,24,58,17,19
1,6858,0,723043854,130,G,Major,57,24,37,11,16
1,3682,6,247689123,156,G,Major,72,92,77,9,8
1,1639,0,176474912,123,D,Major,57,50,85,5,16
1,452,10,235549288,132,G,Major,92,53,62,7,63
2,668,1,140430339,125,D#,Minor,49,13,74,0,9
1,991,0,85559365,162,F,Minor,74,22,67,0,11
3,869,7,146223492,138,A#,Major,80,82,81,14,13
3,648,4,187701588,161,A#,Minor,59,62,60,12,5
2,1545,0,154863153,131,G#,Minor,91,23,55,1,7
3,1930,0,191333656,122,E,Minor,75,45,63,6,35
1,1948,0,253650850,80,E,Minor,80,16,28,17,12
1,1608,0,223064273,109,G,Major,75,11,50,20,30
2,1338,0,170413877,158,A,Major,84,33,36,2,39
1,1936,0,218320587,126,E,Major,66,12,35,55,9
2,1794,0,141720999,104,C#,Major,73,25,61,1,32
1,1597,0,187339835,110,,Major,48,15,31,80,12
2,1652,2,198365537,130,G,Major,77,20,70,1,16
1,1747,0,186104310,177,,Major,34,39,16,97,12
1,1715,0,177503916,158,G,Major,48,55,84,43,15
2,486,0,71095708,114,D,Minor,62,25,44,51,14
2,1007,0,112436403,144,F,Major,93,62,61,0,12
1,481,9,203436468,125,F,Major,54,22,76,0,14
1,1045,0,93367537,142,F,Minor,85,40,43,4,39
2,1060,0,106249219,120,D,Major,64,11,53,1,25
1,1274,0,181382590,96,F,Major,57,55,74,22,8
1,953,0,91473363,144,A,Major,60,24,39,57,8
1,1180,0,121871870,166,F#,Major,42,7,24,83,12
2,573,0,73513683,92,C#,Major,80,81,67,4,8
3,1320,0,133895612,97,C#,Major,82,67,77,8,12
1,782,2,96007391,90,E,Minor,61,32,67,15,11
