released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,danceability_%,valence_%,energy_%,acousticness_%,liveness_%
8,3,5375,10,673801126,176,73,79,86,42,7
11,2,11975,8,1168642797,128,81,57,63,40,10
8,30,2696,0,540539717,120,58,44,60,44,5
11,5,4963,0,383550148,82,63,85,62,6,35
3,13,6734,0,530511203,95,77,40,47,2,9
1,7,715,0,37307967,118,44,52,94,11,4
10,22,3047,9,510876816,123,75,93,86,8,14
3,19,14140,0,1445941661,90,63,49,68,38,42
10,30,11215,21,1763363713,110,73,14,57,40,11
12,29,1678,12,374191487,96,66,76,82,47,10
1,9,2035,0,108809090,88,56,58,55,35,23
9,8,2780,2,436695353,98,73,60,85,17,24
9,24,4091,0,421040617,110,72,67,68,0,14
7,17,2868,0,501541661,80,70,57,49,19,12
9,16,3643,0,354065229,110,86,31,53,43,11
5,21,4779,6,1143647827,110,79,70,36,0,6
1,7,3517,0,311395144,78,77,49,42,1,13
6,24,5073,0,672656250,129,83,44,62,2,8
4,1,7545,4,1256880657,181,44,22,60,61,42
8,21,8528,5,1692897992,114,75,74,77,1,9
11,5,2979,0,245095641,144,74,39,65,5,11
1,11,7731,2,686734357,101,66,18,68,9,12
10,21,1057,0,261414174,84,67,78,63,29,12
7,8,3272,19,610045621,154,66,63,69,21,11
3,5,14417,0,1115880852,148,59,72,62,18,9
9,3,5199,0,594482982,146,85,22,37,13,7
8,1,6026,0,566954746,120,77,51,79,20,26
11,11,4640,3,374706940,136,77,82,30,95,13
11,19,1150,0,184937148,141,59,56,63,12,6
1,7,768,0,31959571,108,46,23,48,75,14
11,19,925,0,167076418,94,42,47,36,76,9
5,10,3006,3,824420218,180,35,41,94,0,5
9,1,3098,0,363467642,122,77,51,79,5,16
10,30,9771,4,1127468248,85,59,33,52,7,12
1,7,807,0,60680939,148,68,29,73,0,7
12,1,521,1,247737946,120,83,59,73,6,5
7,24,12854,0,1699402402,91,70,76,72,22,27
11,19,802,0,154797871,120,72,54,71,26,10
11,17,731,0,198883004,106,86,86,79,11,8
1,7,788,0,124407432,110,63,31,35,93,29
5,21,3069,4,850608354,169,39,36,45,81,8
8,29,4651,0,376333030,118,80,21,55,1,26
6,25,4999,0,516784627,92,91,79,66,32,9
11,1,8327,24,1608045237,112,45,19,60,63,9
12,25,3297,3,506778838,140,79,56,91,26,13
11,29,35684,6,1472799873,105,73,52,76,13,5
7,8,3506,10,513643924,178,76,63,77,14,15
12,23,2999,0,261286503,108,96,71,42,57,8
5,21,3681,0,783706581,173,40,19,29,86,34
5,7,4846,10,422691058,101,67,40,90,3,34
1,1,14311,0,1062345656,120,80,24,62,41,11
10,23,8207,0,1252563873,144,73,66,80,44,9
3,19,4873,0,851070493,133,75,96,61,0,18
10,22,772,0,263894529,158,46,62,83,53,97
10,1,1150,0,345903614,120,81,92,90,9,8
2,21,5398,4,951637566,129,61,59,46,56,13
11,18,7370,0,956865266,102,74,45,89,5,26
8,13,6890,0,427486004,124,79,79,84,2,5
4,20,1966,0,156658366,90,73,31,45,85,11
4,14,2226,0,624515457,161,78,65,52,46,12
3,30,4204,0,777765388,120,60,11,33,90,8
7,28,1959,0,412795151,81,45,12,57,7,23
1,1,7191,0,1138474110,150,78,47,70,18,15
9,2,2012,0,355219175,105,76,58,84,10,13
8,10,1211,2,290228626,79,63,76,67,38,6
10,4,7109,2,1062956628,146,52,7,61,51,11
4,17,6638,0,1180094974,124,64,8,37,79,9
1,1,17354,8,1456081449,126,53,66,85,2,24
8,6,6392,0,432702334,121,75,53,74,2,11
9,3,5481,0,489945871,136,80,33,60,0,32
6,25,2636,3,465959382,102,77,26,63,58,11
10,27,824,0,1223481149,77,73,54,74,23,41
5,10,24529,0,2864791672,98,82,54,59,69,18
6,15,14749,0,2288695111,84,44,22,48,38,33
1,28,8087,0,720825549,102,89,77,82,3,17
8,1,27221,0,2086124197,120,42,33,26,92,13
9,10,49991,9,1690192927,117,52,73,91,0,11
3,7,6646,0,991336132,72,45,27,33,82,14
9,3,5403,6,593917618,168,67,29,47,5,22
11,11,755,4,200972675,94,52,68,69,13,33
1,10,254,0,71014967,145,41,65,88,0,26
8,27,6308,5,560222750,134,71,14,61,1,23
9,23,51979,15,1806617704,148,35,24,93,0,10
1,10,246,0,77337771,127,60,40,89,9,60
6,24,6556,0,528544703,172,74,79,66,11,8
11,7,5728,0,865640097,90,75,19,46,21,34
9,27,16636,12,2159346687,96,57,30,40,38,26
1,10,461,0,211372494,138,74,65,67,46,36
4,28,4893,4,651732901,120,72,67,72,0,13
7,9,1801,2,608334048,125,70,65,74,1,34
1,15,12043,0,863756573,123,82,80,86,1,30
4,9,4731,0,797402345,81,79,44,54,41,13
5,26,22923,0,1695712020,171,55,10,85,7,8
9,20,9974,2,1759567999,91,77,60,32,84,8
8,12,1560,0,223319934,84,56,61,76,10,14
1,7,620,0,54937991,115,90,74,54,16,13
12,29,3270,0,226897599,125,69,70,89,4,49
10,14,580,0,258316038,122,80,62,69,28,13
4,29,3406,16,596152090,92,85,92,54,16,29
11,18,903,0,177129919,90,63,75,75,17,11
2,10,6809,28,716591492,94,84,90,70,9,14
1,1,33966,0,1210599487,93,81,53,78,18,6
2,11,590,5,246376690,130,51,50,76,30,10
2,11,3766,0,496311364,180,35,23,61,23,19
2,11,1430,0,146789379,134,53,31,31,92,28
1,1,31762,0,843309044,95,92,31,89,3,8
1,19,4049,0,500340342,184,69,91,63,11,9
2,11,2096,0,107255472,147,47,50,80,10,32
2,2,1175,0,135079152,123,52,44,60,40,26
1,1,29499,11,822239726,123,91,49,61,3,17
1,1,30427,7,1202722675,90,90,79,71,26,7
2,4,2711,0,343197054,160,61,65,64,1,12
8,16,4310,0,240769997,115,60,37,71,8,48
8,4,5342,0,426204830,141,37,17,67,2,34
8,5,2393,0,421135627,160,31,30,88,7,8
10,4,3444,7,554875730,145,57,23,66,4,15
6,21,5443,0,467727006,89,46,43,43,23,8
7,24,272,4,327498031,95,84,49,72,8,15
12,10,975,0,185408548,160,60,47,62,3,38
1,14,1034,1,245400167,174,67,74,75,44,7
12,28,18773,0,579395142,92,77,76,84,3,38
1,1,19067,0,675039469,134,93,61,74,9,17
11,19,3541,2,252871192,172,31,4,86,1,28
12,17,1492,0,231996128,80,76,92,62,6,8
3,30,33206,1,1929770265,150,91,42,60,0,9
11,21,17115,0,918915401,80,78,53,74,4,45
1,16,6955,0,1180896317,166,81,83,75,14,29
10,4,2742,0,498960285,120,67,8,54,27,8
2,29,4214,11,685071800,92,86,89,79,17,11
1,28,2026,0,258714692,85,74,61,52,30,26
1,15,352,0,143139338,154,79,86,52,66,9
10,22,1517,0,209768491,92,73,37,74,28,14
2,11,847,0,64714573,140,89,75,70,6,13
2,11,910,0,50746620,89,65,60,60,11,10
1,28,601,0,154119539,135,89,89,86,16,8
11,19,1800,0,181328253,140,51,66,53,60,11
7,24,1930,0,370068639,82,47,44,76,8,9
1,1,33032,0,2280566092,79,78,58,45,47,18
10,4,6332,0,563902868,88,31,31,63,47,21
12,24,509,9,317622165,139,44,18,38,70,12
1,14,971,2,291709698,124,73,68,83,55,90
10,4,2578,0,203680270,80,39,45,55,73,9
2,4,1064,0,81350745,120,84,54,51,47,12
10,4,3618,0,282883169,80,56,19,46,92,11
2,4,1040,0,64787943,117,92,62,86,11,24
6,19,15010,2,2484812918,117,76,77,52,4,8
5,16,4708,0,461437791,140,62,46,73,10,67
12,6,13454,1,1439191367,99,68,57,77,2,10
2,29,4890,20,759208783,93,74,59,87,3,8
9,24,9514,0,368646862,106,44,8,20,74,11
3,11,3501,0,299634472,124,81,68,63,17,10
3,4,6111,4,756907987,95,76,96,70,18,33
1,21,5415,32,682475162,96,87,82,53,10,5
11,11,4673,2,546191065,92,81,40,73,15,9
3,3,1856,3,229473310,124,95,36,37,35,10
3,3,200,2,202677468,72,64,76,44,70,12
2,4,1888,0,121913181,71,28,26,20,19,30
2,1,911,2,208166039,135,78,55,57,4,10
5,4,2954,2,527033089,95,81,56,70,4,5
3,3,461,0,94616487,71,59,70,74,56,11
4,30,2844,2,394030335,180,80,71,68,6,10
2,18,2939,0,193443895,150,65,11,58,0,12
2,18,695,11,299648208,189,55,86,44,40,7
2,15,328,0,182978249,85,72,55,64,49,7
2,18,866,16,319757142,140,59,73,45,44,34
7,16,1550,0,109091573,81,77,68,70,6,17
2,25,1729,0,153240879,104,80,24,65,2,9
9,3,2005,0,346127840,129,42,33,44,62,8
2,29,1188,0,312622938,94,76,81,80,20,25
10,31,40112,3,2197010679,71,41,23,40,27,30
3,16,3659,0,1200808494,146,59,23,46,66,15
3,27,9833,0,797196073,103,69,90,88,5,29
1,1,50887,34,1970673297,124,53,66,78,0,16
5,21,3257,0,665765558,164,70,71,58,24,7
9,10,1473,0,263779030,138,69,35,57,12,10
10,8,2226,0,339473453,126,67,37,46,13,10
2,22,23375,21,2204080728,103,61,47,65,3,17
5,31,28032,0,2591224264,95,75,64,52,41,11
2,22,290,0,135444283,200,39,28,77,4,6
1,1,42798,0,1457139296,129,86,75,52,54,10
6,28,2605,0,236872197,98,68,33,43,38,36
4,8,8737,0,694525298,107,91,32,56,3,11
3,23,1105,0,240661097,174,58,56,83,5,7
2,17,2499,21,421365166,92,45,27,67,32,13
3,25,2697,1,349746291,90,81,59,83,9,11
3,31,2092,0,255120451,147,60,58,69,2,58
4,1,1185,0,190981339,143,68,41,55,16,10
1,11,11985,0,924193303,101,76,63,71,3,10
4,5,753,8,305771063,118,70,54,71,0,33
3,18,2995,0,273005485,98,83,63,74,14,16
4,6,225,0,89566512,138,72,22,46,24,9
1,1,9243,0,677389855,114,59,30,62,1,8
4,7,918,0,75476209,180,63,45,64,34,9
9,9,1959,9,408843328,145,56,41,57,1,13
1,30,540,4,187772591,115,78,63,64,1,7
3,31,859,0,178512385,82,79,48,84,13,21
4,8,1116,0,101780047,166,70,22,61,2,10
3,30,273,2,118381354,92,86,91,79,29,60
4,8,686,2,146363130,108,71,55,44,74,11
3,25,226,0,126443991,84,71,63,45,45,11
3,25,1264,0,157990698,95,69,90,91,6,35
3,17,870,0,176290831,135,93,77,45,25,13
12,13,7556,0,1023187129,110,57,6,27,84,9
11,24,1370,0,106933107,88,89,59,64,5,19
3,30,315,2,139193812,119,87,28,50,12,10
3,18,651,0,212234990,120,58,71,80,15,7
9,23,12382,0,1714490998,122,86,97,80,36,9
3,18,625,0,197643795,98,78,83,75,41,27
12,13,8429,1,807015863,140,45,25,84,21,13
1,1,52898,0,933815613,116,79,87,81,4,10
6,25,3436,0,499710590,124,86,62,49,51,35
2,25,918,0,120847157,105,91,73,72,13,9
4,5,181,0,53909146,118,68,24,58,44,6
6,20,18778,3,2236667932,108,61,20,38,61,10
11,9,22730,5,2123309722,100,61,53,38,84,28
5,13,5542,0,301242089,140,81,39,66,38,12
4,14,9021,0,723894473,109,84,72,74,10,34
5,13,4627,0,237351106,101,78,40,74,36,17
5,6,2229,0,461558540,78,56,61,90,36,18
5,6,1112,6,417230415,93,79,22,55,31,12
5,13,2575,0,156898322,87,52,32,83,24,17
5,13,3107,0,127309180,153,55,50,78,19,11
5,6,1179,0,313113297,142,87,93,59,28,17
5,13,3486,0,173702135,96,85,41,43,39,12
5,12,2942,0,271666301,125,50,39,78,4,11
5,6,1443,0,305650299,85,71,43,65,23,9
5,13,3028,0,123216717,140,92,78,57,46,14
5,6,1796,8,479655659,196,66,58,79,23,22
5,13,2729,0,126191104,134,78,51,43,69,14
5,6,1195,0,344055883,103,80,45,62,76,10
5,6,892,3,338422004,130,82,50,67,12,13
5,13,1635,0,68895644,108,65,52,69,31,8
5,13,2291,0,86176890,123,61,66,71,53,32
5,6,1029,28,403231558,152,84,74,69,21,18
5,6,1681,7,319546754,108,78,55,60,59,7
5,13,1480,0,61739839,72,56,56,47,76,8
5,6,829,0,283359161,121,86,67,65,42,35
5,13,2308,0,76831876,138,57,71,82,19,15
5,6,1004,1,283332261,188,50,41,50,69,12
2,14,1367,0,307752576,110,80,26,85,23,11
5,6,1112,3,279737940,105,81,77,79,19,47
5,6,1209,0,212351890,118,63,60,70,5,9
5,31,9539,15,1304313953,176,61,24,62,60,24
5,6,1992,0,150500965,158,83,41,65,0,11
5,6,897,0,246127838,115,85,72,58,9,49
1,15,2948,0,582863434,110,51,48,82,0,5
5,13,1860,0,58687425,174,73,26,54,30,34
4,29,802,0,212109195,130,91,91,96,3,3
4,29,2224,8,382199619,78,36,30,54,34,14
5,13,1103,0,41210087,104,44,74,42,88,9
5,13,2265,0,231657891,121,64,80,88,0,12
3,10,555,0,53729194,105,83,32,82,14,12
4,22,2050,0,244741137,81,38,20,66,9,9
5,13,1493,0,42485571,170,37,14,24,80,11
5,13,1545,0,37778188,78,43,60,38,76,48
4,29,2350,0,254218729,125,88,28,66,6,13
5,13,1929,0,53603447,92,66,29,65,23,8
4,22,710,4,160035717,140,84,61,42,31,9
4,25,928,0,164163229,96,61,32,90,25,10
5,13,1194,0,37091576,118,66,83,43,84,19
2,6,349,6,284249832,92,71,67,60,7,6
5,13,1890,0,33381454,140,49,50,37,87,11
4,1,1308,2,184622518,174,68,45,71,18,11
1,26,4531,0,300983101,127,77,53,78,19,29
5,6,1657,0,121077868,96,71,37,52,62,11
4,29,1351,0,106919680,150,82,82,66,13,11
4,13,608,0,136996305,100,87,46,60,1,13
12,24,1211,0,65719930,105,73,59,81,13,9
5,2,629,0,229497852,104,86,43,62,5,13
3,23,1301,0,185550869,154,54,45,79,1,17
2,22,1329,0,54682594,80,47,33,83,18,10
4,24,343,2,240580042,150,53,14,43,64,13
3,31,13101,9,1284942608,156,32,49,72,0,9
5,8,2939,0,71423324,98,76,79,81,18,6
11,7,407,1,244891912,92,58,27,36,86,9
5,6,1492,0,132171975,144,47,7,50,32,7
10,20,2264,0,184706613,150,37,27,56,8,13
8,9,801,0,184826429,138,70,31,44,84,9
6,10,829,0,302006641,172,56,68,89,4,33
6,10,736,0,330881149,77,72,70,82,2,4
5,20,4449,1,334733572,107,72,36,72,26,11
5,20,3218,3,366214458,114,51,39,29,90,10
6,10,327,0,114546317,117,63,29,51,43,25
5,20,2775,0,290833204,146,69,63,45,48,18
5,6,4576,0,448500832,160,80,74,60,8,14
6,10,2313,0,136676504,120,88,15,56,1,8
5,27,3983,0,190625045,100,82,76,70,16,8
6,10,279,0,79095270,158,60,68,84,4,24
5,20,2302,0,273194684,142,56,40,54,72,10
5,20,3559,3,333146475,170,80,77,85,11,17
5,27,2129,0,194902696,84,71,39,86,2,51
5,20,3291,5,311482393,139,58,30,46,14,9
1,1,5328,0,195918494,151,73,88,67,20,32
6,8,1401,0,248511839,128,82,42,75,6,63
5,20,1933,0,233671263,118,56,20,54,67,6
5,20,1986,0,199587884,183,65,88,72,36,20
6,9,1057,0,91781263,83,63,29,62,4,18
2,18,5115,13,383835984,122,85,42,80,6,17
5,20,2094,1,236060709,165,72,90,48,32,18
5,20,2171,0,189236868,106,83,90,64,35,9
5,25,896,0,160845341,77,81,68,58,83,11
1,1,5148,0,588955257,91,57,30,89,10,33
5,3,2528,0,238350348,148,51,21,63,5,41
5,20,1900,1,187703102,114,71,90,81,31,13
6,10,3879,2,295307001,120,91,63,77,12,10
6,2,896,0,138334433,92,83,56,82,10,9
11,10,8775,0,445590495,118,56,25,45,1,7
3,18,5290,0,286739476,123,60,46,71,3,16
9,12,10211,0,1122364376,89,52,28,48,54,19
6,2,584,8,157136970,110,81,61,93,49,12
5,20,1517,0,137070925,118,42,32,20,94,11
5,15,246,4,183273246,90,68,54,76,21,11
5,13,220,4,184807630,130,49,14,40,82,11
5,13,514,0,164856284,154,70,97,62,47,10
3,3,6080,0,704171068,105,54,59,83,0,20
6,21,9724,0,354614964,115,70,87,88,4,26
6,16,2341,0,279717388,110,91,59,82,8,6
6,17,5263,0,195628667,125,51,5,68,12,15
6,10,2402,0,221752937,102,73,62,75,0,34
2,6,795,11,263280370,120,81,72,65,4,14
6,24,571,0,213505179,97,80,36,86,4,3
3,24,832,3,130419412,140,44,41,92,0,44
7,1,565,0,155795783,97,78,31,72,1,11
1,1,41231,1,1553497987,125,45,67,90,9,10
5,12,4526,12,293466523,88,80,55,56,13,8
3,19,1818,0,711366595,170,56,52,64,11,45
6,17,2814,0,191448892,137,88,8,49,9,9
7,1,1601,0,85924992,157,88,52,69,0,8
6,3,894,4,176103902,130,95,83,57,54,10
7,6,945,0,121189256,90,85,80,83,10,8
6,24,767,0,131746175,183,44,44,67,7,12
5,2,5898,5,244790012,128,58,68,91,2,27
6,10,685,2,129314708,130,71,78,40,46,7
8,4,1452,35,331511413,126,63,56,43,24,12
8,5,1456,0,219196651,120,77,94,87,2,23
8,5,2107,0,170732845,130,72,18,46,7,28
12,18,1494,2,273914335,122,70,46,76,30,9
8,5,1379,4,179061440,172,74,46,58,15,13
7,20,625,4,185236961,103,61,38,62,14,23
7,29,2688,0,171788484,122,55,46,64,0,17
9,13,2668,2,387080183,130,47,56,90,0,10
8,1,799,12,264717480,105,81,70,65,24,8
3,11,1189,6,244928911,120,90,73,51,39,9
7,12,367,0,97610446,145,56,43,53,24,12
7,22,527,4,287278853,99,79,64,59,28,11
1,1,17504,34,887906111,88,79,66,65,5,25
7,15,3113,0,123473120,126,81,90,73,28,29
8,15,685,5,295152154,136,77,71,75,33,13
2,18,782,9,323455692,113,70,97,59,55,27
6,16,2442,0,240918092,132,82,49,88,20,21
5,20,1112,4,191873381,135,77,74,74,47,34
11,10,4967,0,284216603,126,67,49,77,11,19
9,9,2520,4,239411309,102,67,72,74,30,36
8,22,767,12,265548837,125,68,80,92,10,9
1,1,19806,7,703301727,149,37,28,66,14,9
6,15,5153,6,244585109,137,74,71,89,24,15
8,26,615,0,189476119,120,77,78,91,14,33
1,20,2537,0,277132266,100,90,75,50,11,9
6,3,1647,30,278920007,164,70,58,57,25,15
6,10,2019,8,222410722,93,65,79,66,31,22
9,13,1473,12,185392587,180,65,52,80,5,6
7,15,1613,0,202452860,79,34,22,31,43,10
8,5,30992,6,1608164312,146,56,21,44,73,11
7,10,10826,4,624101957,103,37,17,27,75,10
9,2,920,0,148461629,140,70,26,76,8,54
9,13,308,0,47093942,92,81,48,70,13,15
6,23,2468,0,380319238,102,64,4,60,11,19
7,22,1097,2,209106362,118,82,75,85,33,11
9,13,330,0,53987404,93,78,75,62,6,15
6,23,1584,0,115331792,150,70,26,56,14,11
10,7,1585,5,225093344,130,52,24,60,0,8
10,14,766,0,84697729,83,65,24,53,6,51
8,18,836,0,159240673,102,84,43,75,5,6
10,17,430,6,170709584,136,73,65,91,4,48
5,16,2020,0,154356956,145,66,24,58,17,19
11,21,6858,0,723043854,130,57,24,37,11,16
7,14,3682,6,247689123,156,72,92,77,9,8
9,29,1639,0,176474912,123,57,50,85,5,16
9,16,452,10,235549288,132,92,53,62,7,63
12,18,668,1,140430339,125,49,13,74,0,9
10,14,991,0,85559365,162,74,22,67,0,11
9,22,869,7,146223492,138,80,82,81,14,13
7,1,648,4,187701588,161,59,62,60,12,5
11,4,1545,0,154863153,131,91,23,55,1,7
11,4,1930,0,191333656,122,75,45,63,6,35
10,21,1948,0,253650850,80,80,16,28,17,12
10,21,1608,0,223064273,109,75,11,50,20,30
11,4,1338,0,170413877,158,84,33,36,2,39
10,21,1936,0,218320587,126,66,12,35,55,9
11,4,1794,0,141720999,104,73,25,61,1,32
10,21,1597,0,187339835,110,48,15,31,80,12
11,4,1652,2,198365537,130,77,20,70,1,16
10,21,1747,0,186104310,177,34,39,16,97,12
10,21,1715,0,177503916,158,48,55,84,43,15
11,4,486,0,71095708,114,62,25,44,51,14
11,4,1007,0,112436403,144,93,62,61,0,12
10,28,481,9,203436468,125,54,22,76,0,14
11,4,1045,0,93367537,142,85,40,43,4,39
11,4,1060,0,106249219,120,64,11,53,1,25
10,21,1274,0,181382590,96,57,55,74,22,8
11,3,953,0,91473363,144,60,24,39,57,8
10,21,1180,0,121871870,166,42,7,24,83,12
11,3,573,0,73513683,92,80,81,67,4,8
10,20,1320,0,133895612,97,82,67,77,8,12
11,4,782,2,96007391,90,61,32,67,15,11
